Time,Interval Start,Interval End,Market,Location,Location Type,LMP,Energy,Congestion,Loss
2024-01-01 00:00:00-08:00,2024-01-01 00:00:00-08:00,2024-01-01 01:00:00-08:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,46.56375,47.42616,-0.01348,-0.84893
2024-01-01 01:00:00-08:00,2024-01-01 01:00:00-08:00,2024-01-01 02:00:00-08:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,45.72695,46.65594,-0.00986,-0.91912
2024-01-01 02:00:00-08:00,2024-01-01 02:00:00-08:00,2024-01-01 03:00:00-08:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,45.49123,46.02649,-0.01056,-0.5247
2024-01-01 03:00:00-08:00,2024-01-01 03:00:00-08:00,2024-01-01 04:00:00-08:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,45.12528,45.70215,-0.01017,-0.56671
2024-01-01 04:00:00-08:00,2024-01-01 04:00:00-08:00,2024-01-01 05:00:00-08:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,44.81464,45.30814,-0.04043,-0.45308
2024-01-01 05:00:00-08:00,2024-01-01 05:00:00-08:00,2024-01-01 06:00:00-08:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,43.22638,43.71113,-0.00393,-0.48082
2024-01-01 06:00:00-08:00,2024-01-01 06:00:00-08:00,2024-01-01 07:00:00-08:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,45.20573,45.60769,-0.02341,-0.37854
2024-01-01 07:00:00-08:00,2024-01-01 07:00:00-08:00,2024-01-01 08:00:00-08:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,45.77807,47.22899,-0.01043,-1.44048
2024-01-01 08:00:00-08:00,2024-01-01 08:00:00-08:00,2024-01-01 09:00:00-08:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,36.80704,40.5457,-2.11278,-1.62588
2024-01-01 09:00:00-08:00,2024-01-01 09:00:00-08:00,2024-01-01 10:00:00-08:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,29.50725,34.10291,-3.50778,-1.08788
2024-01-01 10:00:00-08:00,2024-01-01 10:00:00-08:00,2024-01-01 11:00:00-08:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,27.20276,31.83598,-3.65904,-0.97418
2024-01-01 11:00:00-08:00,2024-01-01 11:00:00-08:00,2024-01-01 12:00:00-08:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,23.58145,29.26317,-4.78334,-0.89838
2024-01-01 12:00:00-08:00,2024-01-01 12:00:00-08:00,2024-01-01 13:00:00-08:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,23.38072,28.00136,-3.58739,-1.03325
2024-01-01 13:00:00-08:00,2024-01-01 13:00:00-08:00,2024-01-01 14:00:00-08:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,23.13013,27.91519,-3.77453,-1.01053
2024-01-01 14:00:00-08:00,2024-01-01 14:00:00-08:00,2024-01-01 15:00:00-08:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,24.75643,29.41841,-3.99418,-0.6678
2024-01-01 15:00:00-08:00,2024-01-01 15:00:00-08:00,2024-01-01 16:00:00-08:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,38.85532,39.76538,-0.07102,-0.83905
2024-01-01 16:00:00-08:00,2024-01-01 16:00:00-08:00,2024-01-01 17:00:00-08:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,50.83699,50.88979,-0.0986,0.0458
2024-01-01 17:00:00-08:00,2024-01-01 17:00:00-08:00,2024-01-01 18:00:00-08:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,52.13569,51.87867,-0.07501,0.33202
2024-01-01 18:00:00-08:00,2024-01-01 18:00:00-08:00,2024-01-01 19:00:00-08:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,52.43491,52.21821,-0.08616,0.30287
2024-01-01 19:00:00-08:00,2024-01-01 19:00:00-08:00,2024-01-01 20:00:00-08:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,52.52294,52.30453,-0.05356,0.27198
2024-01-01 20:00:00-08:00,2024-01-01 20:00:00-08:00,2024-01-01 21:00:00-08:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,52.33921,52.11657,-0.05359,0.27622
2024-01-01 21:00:00-08:00,2024-01-01 21:00:00-08:00,2024-01-01 22:00:00-08:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,51.74609,51.40463,-0.0595,0.40096
2024-01-01 22:00:00-08:00,2024-01-01 22:00:00-08:00,2024-01-01 23:00:00-08:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,51.22865,51.19074,-0.05935,0.09726
2024-01-01 23:00:00-08:00,2024-01-01 23:00:00-08:00,2024-01-02 00:00:00-08:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,48.21885,48.24307,-0.03869,0.01447
2024-01-02 00:00:00-08:00,2024-01-02 00:00:00-08:00,2024-01-02 01:00:00-08:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,45.45193,45.99467,0.0,-0.54274
2024-01-02 01:00:00-08:00,2024-01-02 01:00:00-08:00,2024-01-02 02:00:00-08:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,44.76421,45.34462,0.0,-0.58041
2024-01-02 02:00:00-08:00,2024-01-02 02:00:00-08:00,2024-01-02 03:00:00-08:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,44.58348,45.09303,0.0,-0.50955
2024-01-02 03:00:00-08:00,2024-01-02 03:00:00-08:00,2024-01-02 04:00:00-08:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,44.79128,45.32178,0.01789,-0.54839
2024-01-02 04:00:00-08:00,2024-01-02 04:00:00-08:00,2024-01-02 05:00:00-08:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,45.23275,45.70791,0.01849,-0.49365
2024-01-02 05:00:00-08:00,2024-01-02 05:00:00-08:00,2024-01-02 06:00:00-08:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,49.55123,49.63978,0.02562,-0.11417
2024-01-02 06:00:00-08:00,2024-01-02 06:00:00-08:00,2024-01-02 07:00:00-08:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,58.23861,58.37316,0.02306,-0.15761
2024-01-02 07:00:00-08:00,2024-01-02 07:00:00-08:00,2024-01-02 08:00:00-08:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,58.70603,59.67305,0.09516,-1.06218
2024-01-02 08:00:00-08:00,2024-01-02 08:00:00-08:00,2024-01-02 09:00:00-08:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,41.27888,47.27675,-3.70967,-2.28819
2024-01-02 09:00:00-08:00,2024-01-02 09:00:00-08:00,2024-01-02 10:00:00-08:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,32.26861,41.9271,-7.8137,-1.84479
2024-01-02 10:00:00-08:00,2024-01-02 10:00:00-08:00,2024-01-02 11:00:00-08:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,29.93866,39.21263,-7.07414,-2.19983
2024-01-02 11:00:00-08:00,2024-01-02 11:00:00-08:00,2024-01-02 12:00:00-08:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,29.7396,38.98096,-7.06233,-2.17904
2024-01-02 12:00:00-08:00,2024-01-02 12:00:00-08:00,2024-01-02 13:00:00-08:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,25.95631,36.33666,-8.52718,-1.85317
2024-01-02 13:00:00-08:00,2024-01-02 13:00:00-08:00,2024-01-02 14:00:00-08:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,25.18758,35.43502,-8.52885,-1.7186
2024-01-02 14:00:00-08:00,2024-01-02 14:00:00-08:00,2024-01-02 15:00:00-08:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,30.00411,37.48844,-6.04852,-1.43581
2024-01-02 15:00:00-08:00,2024-01-02 15:00:00-08:00,2024-01-02 16:00:00-08:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,43.79259,47.81092,-2.01027,-2.00806
2024-01-02 16:00:00-08:00,2024-01-02 16:00:00-08:00,2024-01-02 17:00:00-08:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,56.17047,57.28782,0.02841,-1.14576
2024-01-02 17:00:00-08:00,2024-01-02 17:00:00-08:00,2024-01-02 18:00:00-08:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,60.67336,60.26789,0.95994,-0.55446
2024-01-02 18:00:00-08:00,2024-01-02 18:00:00-08:00,2024-01-02 19:00:00-08:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,58.00414,58.45087,0.04426,-0.49099
2024-01-02 19:00:00-08:00,2024-01-02 19:00:00-08:00,2024-01-02 20:00:00-08:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,57.75787,58.2408,0.07619,-0.55911
2024-01-02 20:00:00-08:00,2024-01-02 20:00:00-08:00,2024-01-02 21:00:00-08:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,56.59092,57.08124,0.05767,-0.54798
2024-01-02 21:00:00-08:00,2024-01-02 21:00:00-08:00,2024-01-02 22:00:00-08:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,55.5522,56.57498,0.06346,-1.08624
2024-01-02 22:00:00-08:00,2024-01-02 22:00:00-08:00,2024-01-02 23:00:00-08:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,49.31747,49.85963,0.03621,-0.57837
2024-01-02 23:00:00-08:00,2024-01-02 23:00:00-08:00,2024-01-03 00:00:00-08:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,47.76208,48.65687,0.03943,-0.93421
2024-01-03 00:00:00-08:00,2024-01-03 00:00:00-08:00,2024-01-03 01:00:00-08:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,50.03081,50.66535,-0.01642,-0.61812
2024-01-03 01:00:00-08:00,2024-01-03 01:00:00-08:00,2024-01-03 02:00:00-08:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,49.8507,50.45617,0.0,-0.60547
2024-01-03 02:00:00-08:00,2024-01-03 02:00:00-08:00,2024-01-03 03:00:00-08:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,46.52546,47.01746,-0.02183,-0.47017
2024-01-03 03:00:00-08:00,2024-01-03 03:00:00-08:00,2024-01-03 04:00:00-08:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,45.37978,46.11126,-0.02137,-0.71011
2024-01-03 04:00:00-08:00,2024-01-03 04:00:00-08:00,2024-01-03 05:00:00-08:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,45.03019,45.68532,-0.02468,-0.63046
2024-01-03 05:00:00-08:00,2024-01-03 05:00:00-08:00,2024-01-03 06:00:00-08:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,50.15319,50.59461,-0.04172,-0.3997
2024-01-03 06:00:00-08:00,2024-01-03 06:00:00-08:00,2024-01-03 07:00:00-08:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,54.35673,54.37022,0.55196,-0.56545
2024-01-03 07:00:00-08:00,2024-01-03 07:00:00-08:00,2024-01-03 08:00:00-08:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,53.94467,55.06998,-0.05144,-1.07386
2024-01-03 08:00:00-08:00,2024-01-03 08:00:00-08:00,2024-01-03 09:00:00-08:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,43.08424,51.2939,-6.79907,-1.41058
2024-01-03 09:00:00-08:00,2024-01-03 09:00:00-08:00,2024-01-03 10:00:00-08:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,32.24876,46.38482,-13.36607,-0.76999
2024-01-03 10:00:00-08:00,2024-01-03 10:00:00-08:00,2024-01-03 11:00:00-08:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,30.0,43.59326,-12.82601,-0.76724
2024-01-03 11:00:00-08:00,2024-01-03 11:00:00-08:00,2024-01-03 12:00:00-08:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,28.19823,42.18996,-13.00027,-0.99146
2024-01-03 12:00:00-08:00,2024-01-03 12:00:00-08:00,2024-01-03 13:00:00-08:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,21.0632,37.45968,-15.53491,-0.86157
2024-01-03 13:00:00-08:00,2024-01-03 13:00:00-08:00,2024-01-03 14:00:00-08:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,19.62441,35.59509,-15.18403,-0.78665
2024-01-03 14:00:00-08:00,2024-01-03 14:00:00-08:00,2024-01-03 15:00:00-08:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,23.2541,39.21941,-15.0515,-0.91381
2024-01-03 15:00:00-08:00,2024-01-03 15:00:00-08:00,2024-01-03 16:00:00-08:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,37.17769,46.75044,-8.47412,-1.09864
2024-01-03 16:00:00-08:00,2024-01-03 16:00:00-08:00,2024-01-03 17:00:00-08:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,56.07239,57.26708,-0.19251,-1.00217
2024-01-03 17:00:00-08:00,2024-01-03 17:00:00-08:00,2024-01-03 18:00:00-08:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,58.1977,59.50167,-0.00683,-1.29714
2024-01-03 18:00:00-08:00,2024-01-03 18:00:00-08:00,2024-01-03 19:00:00-08:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,57.02878,57.56413,0.0,-0.53535
2024-01-03 19:00:00-08:00,2024-01-03 19:00:00-08:00,2024-01-03 20:00:00-08:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,56.91969,57.02044,-0.04373,-0.05702
2024-01-03 20:00:00-08:00,2024-01-03 20:00:00-08:00,2024-01-03 21:00:00-08:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,56.72122,56.49272,-0.00878,0.23727
2024-01-03 21:00:00-08:00,2024-01-03 21:00:00-08:00,2024-01-03 22:00:00-08:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,55.71679,55.81174,-0.02798,-0.06697
2024-01-03 22:00:00-08:00,2024-01-03 22:00:00-08:00,2024-01-03 23:00:00-08:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,51.27095,51.54807,-0.05546,-0.22166
2024-01-03 23:00:00-08:00,2024-01-03 23:00:00-08:00,2024-01-04 00:00:00-08:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,49.48142,49.84706,-0.04163,-0.32401
2024-01-04 00:00:00-08:00,2024-01-04 00:00:00-08:00,2024-01-04 01:00:00-08:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,47.21389,47.78734,0.0,-0.57345
2024-01-04 01:00:00-08:00,2024-01-04 01:00:00-08:00,2024-01-04 02:00:00-08:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,45.77932,46.58524,0.0,-0.80592
2024-01-04 02:00:00-08:00,2024-01-04 02:00:00-08:00,2024-01-04 03:00:00-08:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,45.43496,46.33856,0.0,-0.9036
2024-01-04 03:00:00-08:00,2024-01-04 03:00:00-08:00,2024-01-04 04:00:00-08:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,45.2242,45.90357,0.0,-0.67937
2024-01-04 04:00:00-08:00,2024-01-04 04:00:00-08:00,2024-01-04 05:00:00-08:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,46.13229,46.78732,0.0,-0.65502
2024-01-04 05:00:00-08:00,2024-01-04 05:00:00-08:00,2024-01-04 06:00:00-08:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,52.96357,53.03281,-0.03742,-0.03182
2024-01-04 06:00:00-08:00,2024-01-04 06:00:00-08:00,2024-01-04 07:00:00-08:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,61.25274,61.36986,-0.05575,-0.06137
2024-01-04 07:00:00-08:00,2024-01-04 07:00:00-08:00,2024-01-04 08:00:00-08:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,54.43312,55.75267,0.15232,-1.47187
2024-01-04 08:00:00-08:00,2024-01-04 08:00:00-08:00,2024-01-04 09:00:00-08:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,45.75922,46.01005,0.83961,-1.09044
2024-01-04 09:00:00-08:00,2024-01-04 09:00:00-08:00,2024-01-04 10:00:00-08:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,30.72245,36.29628,-4.77531,-0.79852
2024-01-04 10:00:00-08:00,2024-01-04 10:00:00-08:00,2024-01-04 11:00:00-08:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,26.17393,31.84165,-4.97039,-0.69733
2024-01-04 11:00:00-08:00,2024-01-04 11:00:00-08:00,2024-01-04 12:00:00-08:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,18.21254,29.52503,-10.51827,-0.79422
2024-01-04 12:00:00-08:00,2024-01-04 12:00:00-08:00,2024-01-04 13:00:00-08:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,19.33201,27.67646,-7.57781,-0.76664
2024-01-04 13:00:00-08:00,2024-01-04 13:00:00-08:00,2024-01-04 14:00:00-08:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,12.34582,25.06444,-12.13212,-0.58651
2024-01-04 14:00:00-08:00,2024-01-04 14:00:00-08:00,2024-01-04 15:00:00-08:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,17.16144,29.39494,-11.60739,-0.62611
2024-01-04 15:00:00-08:00,2024-01-04 15:00:00-08:00,2024-01-04 16:00:00-08:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,45.68,45.27766,1.76973,-1.36739
2024-01-04 16:00:00-08:00,2024-01-04 16:00:00-08:00,2024-01-04 17:00:00-08:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,64.34733,64.1508,0.03615,0.16038
2024-01-04 17:00:00-08:00,2024-01-04 17:00:00-08:00,2024-01-04 18:00:00-08:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,65.96785,65.10836,0.17584,0.68364
2024-01-04 18:00:00-08:00,2024-01-04 18:00:00-08:00,2024-01-04 19:00:00-08:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,65.7262,65.14105,0.11614,0.46902
2024-01-04 19:00:00-08:00,2024-01-04 19:00:00-08:00,2024-01-04 20:00:00-08:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,65.67469,65.26353,0.0,0.41116
2024-01-04 20:00:00-08:00,2024-01-04 20:00:00-08:00,2024-01-04 21:00:00-08:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,65.78227,65.09229,0.0,0.68998
2024-01-04 21:00:00-08:00,2024-01-04 21:00:00-08:00,2024-01-04 22:00:00-08:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,65.28161,64.55719,0.00138,0.72304
2024-01-04 22:00:00-08:00,2024-01-04 22:00:00-08:00,2024-01-04 23:00:00-08:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,64.46434,64.07731,0.02819,0.35883
2024-01-04 23:00:00-08:00,2024-01-04 23:00:00-08:00,2024-01-05 00:00:00-08:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,62.96508,62.90835,-0.02506,0.08178
2024-01-05 00:00:00-08:00,2024-01-05 00:00:00-08:00,2024-01-05 01:00:00-08:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,69.38543,68.89764,-0.01516,0.50295
2024-01-05 01:00:00-08:00,2024-01-05 01:00:00-08:00,2024-01-05 02:00:00-08:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,61.78676,61.347,-0.03261,0.47237
2024-01-05 02:00:00-08:00,2024-01-05 02:00:00-08:00,2024-01-05 03:00:00-08:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,61.78876,61.26564,-0.02827,0.55139
2024-01-05 03:00:00-08:00,2024-01-05 03:00:00-08:00,2024-01-05 04:00:00-08:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,61.18928,60.58504,-0.07432,0.67855
2024-01-05 04:00:00-08:00,2024-01-05 04:00:00-08:00,2024-01-05 05:00:00-08:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,62.69344,61.97317,-0.05439,0.77466
2024-01-05 05:00:00-08:00,2024-01-05 05:00:00-08:00,2024-01-05 06:00:00-08:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,70.91573,69.68431,-0.08561,1.31703
2024-01-05 06:00:00-08:00,2024-01-05 06:00:00-08:00,2024-01-05 07:00:00-08:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,81.6406,79.47152,-0.1197,2.28878
2024-01-05 07:00:00-08:00,2024-01-05 07:00:00-08:00,2024-01-05 08:00:00-08:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,74.59316,73.19416,1.22334,0.17567
2024-01-05 08:00:00-08:00,2024-01-05 08:00:00-08:00,2024-01-05 09:00:00-08:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,58.28974,59.81963,-0.11216,-1.41773
2024-01-05 09:00:00-08:00,2024-01-05 09:00:00-08:00,2024-01-05 10:00:00-08:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,43.82932,50.00656,-4.377,-1.80024
2024-01-05 10:00:00-08:00,2024-01-05 10:00:00-08:00,2024-01-05 11:00:00-08:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,35.00635,43.40578,-6.98007,-1.41937
2024-01-05 11:00:00-08:00,2024-01-05 11:00:00-08:00,2024-01-05 12:00:00-08:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,28.65222,39.13567,-9.07457,-1.40888
2024-01-05 12:00:00-08:00,2024-01-05 12:00:00-08:00,2024-01-05 13:00:00-08:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,27.03356,38.08542,-9.60842,-1.44344
2024-01-05 13:00:00-08:00,2024-01-05 13:00:00-08:00,2024-01-05 14:00:00-08:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,25.14177,36.65736,-10.23991,-1.27568
2024-01-05 14:00:00-08:00,2024-01-05 14:00:00-08:00,2024-01-05 15:00:00-08:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,34.06955,42.1449,-6.65507,-1.42028
2024-01-05 15:00:00-08:00,2024-01-05 15:00:00-08:00,2024-01-05 16:00:00-08:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,56.65959,57.55252,-0.29439,-0.59855
2024-01-05 16:00:00-08:00,2024-01-05 16:00:00-08:00,2024-01-05 17:00:00-08:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,76.67991,76.82095,-0.05654,-0.0845
2024-01-05 17:00:00-08:00,2024-01-05 17:00:00-08:00,2024-01-05 18:00:00-08:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,78.18952,77.86163,-0.11593,0.44381
2024-01-05 18:00:00-08:00,2024-01-05 18:00:00-08:00,2024-01-05 19:00:00-08:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,79.03027,77.94938,-0.05717,1.13806
2024-01-05 19:00:00-08:00,2024-01-05 19:00:00-08:00,2024-01-05 20:00:00-08:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,78.98692,77.82066,-0.06331,1.22957
2024-01-05 20:00:00-08:00,2024-01-05 20:00:00-08:00,2024-01-05 21:00:00-08:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,78.38429,77.7556,-0.02445,0.65315
2024-01-05 21:00:00-08:00,2024-01-05 21:00:00-08:00,2024-01-05 22:00:00-08:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,78.11771,77.25825,-0.07536,0.93482
2024-01-05 22:00:00-08:00,2024-01-05 22:00:00-08:00,2024-01-05 23:00:00-08:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,77.23073,76.48793,-0.06033,0.80312
2024-01-05 23:00:00-08:00,2024-01-05 23:00:00-08:00,2024-01-06 00:00:00-08:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,76.80714,76.22798,0.00745,0.57171
2024-01-06 00:00:00-08:00,2024-01-06 00:00:00-08:00,2024-01-06 01:00:00-08:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,70.80012,70.56671,-0.05591,0.28932
2024-01-06 01:00:00-08:00,2024-01-06 01:00:00-08:00,2024-01-06 02:00:00-08:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,70.16875,70.03759,-0.05093,0.1821
2024-01-06 02:00:00-08:00,2024-01-06 02:00:00-08:00,2024-01-06 03:00:00-08:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,69.48233,69.42724,-0.04905,0.10414
2024-01-06 03:00:00-08:00,2024-01-06 03:00:00-08:00,2024-01-06 04:00:00-08:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,68.35475,68.59552,-0.02127,-0.21951
2024-01-06 04:00:00-08:00,2024-01-06 04:00:00-08:00,2024-01-06 05:00:00-08:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,66.88866,67.18997,-0.01911,-0.2822
2024-01-06 05:00:00-08:00,2024-01-06 05:00:00-08:00,2024-01-06 06:00:00-08:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,70.40391,70.45163,-0.04772,0.0
2024-01-06 06:00:00-08:00,2024-01-06 06:00:00-08:00,2024-01-06 07:00:00-08:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,70.73267,70.76177,-0.0857,0.05661
2024-01-06 07:00:00-08:00,2024-01-06 07:00:00-08:00,2024-01-06 08:00:00-08:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,66.3549,67.87522,-0.1153,-1.40502
2024-01-06 08:00:00-08:00,2024-01-06 08:00:00-08:00,2024-01-06 09:00:00-08:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,47.55719,55.89101,-7.03714,-1.29667
2024-01-06 09:00:00-08:00,2024-01-06 09:00:00-08:00,2024-01-06 10:00:00-08:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,34.44215,48.21112,-12.50101,-1.26795
2024-01-06 10:00:00-08:00,2024-01-06 10:00:00-08:00,2024-01-06 11:00:00-08:00,DAY_AHEAD_HOURLY,DLAP_SDGE-APND,DLAP,24.6516,43.81732,-17.30787,-1.85785
